GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Belgique,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	6.649,615	7.167,840	6.888,245	6.978,806	7.113,475	6.926,913	7.017,008	7.037,713	7.069,407	7.096,569
Bulgarie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	2.308,890	2.334,356	2.439,863	2.390,825	2.361,635	2.384,133	2.436,587	2.480,028	2.575,626	2.577,749
Tchéquie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	4.720,552	4.827,568	4.764,881	4.808,292	4.785,531	4.791,274	4.879,689	4.985,807	5.090,261	5.121,249
Danemark,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	2.705,205	2.762,041	2.724,272	2.681,973	2.675,437	2.647,369	2.650,784	2.675,120	2.691,934	2.674,193
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	42.774,893	45.744,282	45.131,298	45.100,860	44.910,576	44.003,267	44.277,472	44.501,634	44.621,926	44.104,385
Estonie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	571,739	593,971	569,881	599,955	586,378	593,785	589,132	614,676	621,882	670,576
Irlande,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	2.153,589	2.176,322	2.116,247	2.091,120	2.111,157	2.128,653	2.197,410	2.252,521	2.297,437	2.361,159
Grèce,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	4.704,474	4.567,471	4.453,531	4.472,664	4.195,317	4.256,173	4.366,930	4.588,336	4.640,535	4.253,667
Espagne,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	20.617,283	21.100,017	20.861,479	20.586,554	19.858,361	19.515,885	19.955,511	20.048,776	20.568,874	20.551,075
France,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	35.680,952	38.166,228	37.262,313	38.646,278	39.233,497	37.113,940	37.918,496	38.441,687	38.272,205	37.969,645
Croatie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	1.333,677	1.363,935	1.352,895	1.319,859	1.296,067	1.275,309	1.319,207	1.315,547	1.373,921	1.390,817
Italie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	24.937,022	25.736,154	25.952,065	25.514,774	24.711,444	24.204,307	24.718,919	24.593,897	25.104,499	25.200,436
Chypre,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	408,659	419,109	389,528	378,146	336,974	340,922	351,827	378,303	390,804	400,968
Lettonie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	524,683	534,340	532,365	588,869	565,380	565,955	555,609	557,453	557,579	572,841
Lituanie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	719,770	716,421	737,793	767,033	769,892	794,252	803,415	838,424	864,941	894,093
Luxembourg,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	525,696	566,877	558,264	534,806	531,697	531,588	535,575	547,384	549,723	555,455
Hongrie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	2.850,388	2.941,199	2.972,844	3.029,846	2.998,734	3.072,910	3.180,896	3.231,515	3.350,559	3.409,630
Malte,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	146,776	156,808	160,439	167,297	167,708	172,390	181,917	182,049	199,446	205,487
Pays-Bas,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	8.973,130	9.236,224	9.282,303	9.159,483	9.019,930	8.849,042	8.880,651	8.987,830	9.097,955	9.253,037
Autriche,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	4.917,855	5.144,815	5.141,494	5.211,668	5.261,253	5.175,635	5.260,881	5.334,352	5.407,610	5.423,423
Pologne,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	9.656,633	10.205,607	10.446,417	10.504,666	10.623,940	10.777,838	10.990,534	11.422,177	11.675,658	12.078,139
Portugal,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	4.114,808	4.289,531	4.158,517	3.976,277	3.891,401	3.886,242	3.939,330	3.988,741	4.010,408	4.123,727
Roumanie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	3.269,316	3.565,594	3.664,830	3.616,325	3.466,487	3.607,534	3.708,765	3.746,263	3.855,515	3.938,128
Slovénie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	971,039	1.026,935	1.074,720	1.068,618	1.072,985	1.071,345	1.099,538	1.120,195	1.163,358	1.179,472
Slovaquie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	1.986,033	2.075,231	2.133,464	2.058,212	2.156,836	2.077,128	2.095,529	2.148,495	2.218,659	2.230,009
Finlande,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	6.628,375	7.179,601	6.888,082	6.941,080	6.874,759	6.805,548	6.747,557	6.960,634	6.968,329	7.117,036
Suède,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	10.609,259	11.282,503	10.716,121	10.944,626	10.749,429	10.506,485	10.736,006	10.962,652	10.941,874	10.968,358
Royaume-Uni,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	27.665,103	28.286,143	27.342,215	27.376,877	27.207,366	26.047,933	26.552,843	26.141,864	25.767,914	25.774,730
Islande,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	1.346,518	1.350,594	1.376,552	1.414,452	1.484,576	1.455,530	1.511,321	1.487,712	1.538,412	1.589,626
Norvège,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	9.228,977	9.764,574	9.279,106	9.506,793	9.589,166	9.386,672	9.606,965	9.751,333	9.809,802	9.959,364
Monténégro,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	259,415	276,096	293,539	276,878	232,689	224,390	241,531	239,569	255,529	256,062
Macédoine du Nord,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	549,643	583,362	634,419	602,287	584,782	578,561	570,488	532,518	524,662	524,975
Albanie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	461,651	486,328	486,414	471,711	592,691	559,539	507,051	472,803	512,267	523,207
Serbie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	2.305,245	2.387,876	2.425,021	2.350,817	2.328,031	2.254,944	2.337,833	2.373,345	2.418,236	2.411,750
Turquie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	13.321,397	14.618,605	15.820,732	16.586,129	16.867,402	17.664,795	18.443,757	19.619,016	21.143,117	21.920,414
Bosnie-Herzégovine,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	984,523	987,446	953,363	981,169	985,039
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	337,231	352,880	394,317	384,573	398,994	402,009	398,391	332,804	373,719	378,671
Moldavie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	0,000	282,545	290,800	298,357	313,414	313,799	316,845	311,420	318,487	330,267
Ukraine,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	10.258,702	11.533,534	12.020,593	11.837,334	11.825,520	11.503,663	10.732,794	10.635,563	10.091,625	10.202,528
Géorgie,Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	780,241	841,474	851,742	901,740	963,758	1.026,423
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	47.381,489	51.751,512	47.249,639	48.415,919	48.345,190	44.621,381	45.076,341	46.918,316	47.194,664	46.276,919
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	48.587,852	53.017,801	48.455,357	49.638,070	49.537,604	45.776,129	46.312,806	48.157,651	48.462,341	47.540,025
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	28.646,654	30.714,386	28.553,841	29.286,726	29.474,739	27.413,147	27.635,000	28.748,156	29.060,411	28.635,797
Belgique,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	527,061	619,552	615,370	558,286	563,230	515,790	510,306	494,473	414,491	407,201
Bulgarie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	928,824	964,388	1.042,634	985,693	907,256	902,312	818,023	782,292	671,054	550,228
Tchéquie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	2.149,852	2.529,228	2.281,759	2.325,490	2.331,941	2.031,021	2.079,625	2.218,656	2.212,354	2.136,380
Danemark,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	2.450,607	2.840,085	2.507,022	2.572,882	2.547,898	2.315,099	2.463,990	2.552,177	2.567,249	2.549,993
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	10.213,337	11.267,890	10.035,899	10.249,904	10.385,856	9.149,326	9.594,416	9.780,931	9.806,224	9.548,772
Estonie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	494,053	531,528	474,778	490,589	466,036	438,951	430,615	485,407	488,491	496,059
Irlande,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Grèce,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	48,963	46,360	53,884	45,118	41,511	49,513	49,990	50,970	51,053	51,762
Espagne,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
France,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	3.197,301	2.849,571	2.983,617	3.065,684	3.122,676	2.835,577	3.138,679	3.530,215	3.595,558	3.658,077
Croatie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	228,098	245,462	238,273	228,934	231,155	193,011	212,000	222,461	230,804	225,803
Italie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	3.094,105	3.331,948	3.195,471	3.432,693	3.701,992	3.746,895	3.851,390	3.950,010	4.113,852	4.221,049
Chypre,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,096	0,119	0,740	0,740	1,003	1,075	1,218	1,194	1,287	1,286
Lettonie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	530,453	574,950	499,092	534,848	518,248	504,896	503,989	581,160	604,779	601,755
Lituanie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	885,282	921,515	869,112	904,892	847,616	839,424	798,390	833,811	920,632	910,027
Luxembourg,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	57,841	70,505	71,553	69,559	73,307	55,637	51,288	52,573	59,030	67,008
Hongrie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	1.089,209	1.088,731	1.013,041	1.049,704	1.041,535	898,538	984,523	1.065,874	1.036,687	980,821
Malte,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,119	0,191	0,024	0,024	0,143	0,072	0,000	0,000
Pays-Bas,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	2.833,859	2.979,125	2.816,949	2.655,775	2.667,670	2.640,919	2.168,561	2.086,256	2.115,782	2.004,566
Autriche,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	1.436,678	1.586,504	1.583,837	1.695,114	1.732,556	1.618,855	1.660,358	1.732,028	1.801,457	1.689,354
Pologne,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	6.018,033	6.546,909	5.820,292	5.983,830	5.953,807	5.446,666	5.462,262	5.669,127	5.817,119	5.595,129
Portugal,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	313,151	337,776	334,026	345,108	351,939	269,991	243,647	211,307	205,515	230,213
Roumanie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	1.610,180	1.680,878	1.658,116	1.483,615	1.400,807	1.247,468	1.228,217	1.229,364	1.225,861	1.214,596
Slovénie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	179,445	191,793	190,503	182,574	182,980	153,936	169,222	174,501	181,056	175,080
Slovaquie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	768,654	851,462	767,484	762,945	742,644	609,630	632,249	669,533	669,366	560,810
Finlande,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	4.066,375	4.553,788	4.061,407	4.292,706	4.075,451	3.982,708	3.830,539	4.113,715	4.031,838	4.012,778
Suède,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	4.260,032	5.141,445	4.134,661	4.499,045	4.456,052	4.174,119	4.192,701	4.430,209	4.373,125	4.388,172
Royaume-Uni,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	1.206,363	1.266,289	1.205,718	1.222,151	1.192,414	1.154,748	1.236,465	1.239,335	1.267,677	1.263,106
Islande,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	460,901	458,250	457,868	484,833	480,916	489,276	567,426	593,716	645,103	724,503
Norvège,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	297,029	385,641	337,752	379,454	422,518	403,411	435,273	471,530	490,781	499,357
Monténégro,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	59,401	53,979	56,869	51,830	43,565	40,413	46,073	46,050	49,931	46,530
Albanie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	738,798	818,238	883,921	729,435	717,636	620,760	716,251	729,674	751,189	738,425
Turquie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	1.060,070	1.225,996	1.216,132	1.225,685	1.212,525	1.156,253	991,115	927,654	1.034,220	993,911
Bosnie-Herzégovine,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	126,206	147,344	126,111	127,257	126,899
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	8,837	3,750	3,033	3,439	3,678	4,084	9,697	13,734	14,819	15,132
Moldavie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	0,000	239,419	231,585	217,827	213,624	209,874	202,302	214,078	203,568	214,078
Ukraine,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	11.345,586	12.558,589	12.110,801	11.941,172	11.634,064	8.935,392	7.349,551	8.374,510	7.764,570	7.523,264
Géorgie,Disponible pour la consommation finale,Chaleur,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Bioénergie,Milliers de tonnes équivalent pétrole (TEP)	90.645,995	99.095,288	94.909,409	103.239,204	104.145,399	100.499,192	104.120,816	105.550,649	108.992,805	109.621,899
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Bioénergie,Milliers de tonnes équivalent pétrole (TEP)	93.724,144	102.778,333	98.483,431	107.003,196	108.801,181	105.735,612	110.009,332	111.698,236	115.265,130	116.906,166
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Bioénergie,Milliers de tonnes équivalent pétrole (TEP)	64.130,408	69.841,683	66.073,584	72.862,359	73.540,338	70.598,657	73.045,883	73.813,494	76.066,930	76.961,123
Belgique,Disponible pour la consommation finale,Bioénergie,Milliers de tonnes équivalent pétrole (TEP)	1.476,469	1.883,219	1.866,252	2.077,029	2.159,914	2.105,201	2.176,727	2.327,210	2.332,295	2.401,535
Bulgarie,Disponible pour la consommation finale,Bioénergie,Milliers de tonnes équivalent pétrole (TEP)	747,809	902,452	966,534	1.099,366	1.146,087	1.091,640	1.182,594	1.240,657	1.260,684	1.402,646
