GEO,NRG_BAL,SIEC,UNIT\TIME	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
Monténégro,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Albanie,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Turquie,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Bosnie-Herzégovine,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Ukraine,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Géorgie,Disponible pour la consommation finale,Déchets municipaux renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	467,837	509,779	620,621	618,515	818,819	819,216	804,541	911,500	956,382	995,439
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	554,634	599,466	710,761	689,882	958,066	962,882	916,846	1.022,969	1.078,886	1.119,758
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	333,439	365,398	462,521	489,210	691,857	673,971	661,877	664,637	699,223	762,734
Belgique,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	8,933	0,000	0,000	0,002	0,000	0,002	0,000	0,000
Bulgarie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Tchéquie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	5,565	14,020	13,686	13,662	15,143	14,379	15,453	14,593	14,846	15,197
Danemark,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	22,547	22,474	23,749	21,442	21,249	23,958	19,110	20,796	22,762	23,567
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	83,047	107,099	179,397	207,318	360,156	360,132	379,956	363,977	413,347	505,326
Estonie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	57,920	16,886	12,253	13,089	19,179	1,935
Irlande,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	12,912	8,552	14,183	27,047	38,436	41,581	43,983	41,707	56,862	54,733
Grèce,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Espagne,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	2,412	5,637	6,962	4,228
France,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	152,355	133,166	146,652	142,731	119,719	105,590	91,023	126,200	86,091	83,099
Croatie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Italie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Chypre,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,573	1,075	0,884	7,046	13,590	19,401	19,224
Lettonie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	1,481	25,700	41,440	47,650	43,565	56,606	47,650	31,958	22,749	25,141
Lituanie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Luxembourg,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	3,726	8,455	7,500	8,383	5,685
Malte,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	56,654	57,514	50,062	40,747	40,819	40,914	35,851	34,179	31,568	39,288
Autriche,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pologne,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	106,286	107,887	120,665	94,129	90,403	100,602	96,995	201,060	208,246	185,786
Portugal,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Roumanie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,072	0,167	2,580	2,651	2,914	2,922	2,470
Slovénie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovaquie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	7,309	7,834	4,944	4,586	1,744	22,404	13,137	1,696	10,008	0,191
Finlande,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	19,681	25,533	16,910	18,558	28,423	28,972	28,566	32,602	33,056	29,569
Suède,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Royaume-Uni,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	86,797	89,687	90,140	71,367	139,247	143,666	112,305	111,469	122,504	124,319
Islande,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Norvège,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	21,257	1,624	1,505	3,774	2,938	8,264	8,312	8,264	8,264	14,328
Monténégro,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Albanie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Turquie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Bosnie-Herzégovine,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Ukraine,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Géorgie,Disponible pour la consommation finale,Déchets municipaux non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	2.296,460	2.563,757	3.020,256	3.003,735	3.362,232	3.524,937	3.570,319	3.974,054	3.906,349	4.401,036
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	2.383,257	2.653,444	3.110,396	3.075,102	3.501,479	3.668,603	3.682,624	4.085,523	4.028,853	4.525,355
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	1.721,080	1.928,882	2.333,304	2.335,043	2.647,446	2.668,076	2.684,366	2.885,927	2.697,686	2.951,391
Belgique,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	111,445	136,548	152,885	141,492	191,698	173,142	165,310	170,913	140,219	166,571
Bulgarie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	4,490	3,392	9,076	7,309	13,447	13,089	18,272	31,504	38,629	43,642
Tchéquie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	157,997	161,173	164,350	168,912	163,657	196,857	221,553	246,274	241,147	284,850
Danemark,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	22,547	22,474	23,749	21,442	21,249	23,958	19,110	20,796	22,762	23,567
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	992,357	953,282	906,325	900,760	1.005,923	1.017,770	1.026,225	1.132,416	1.126,684	1.244,674
Estonie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	57,920	16,886	12,253	13,089	19,179	10,342
Irlande,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	12,912	8,552	14,183	27,363	38,528	41,581	43,983	41,707	56,862	54,733
Grèce,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	64,536	27,539	0,000	0,000
Espagne,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	2,412	5,637	6,962	4,228
France,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	158,850	138,635	505,640	486,399	473,384	460,635	433,310	490,673	365,610	470,794
Croatie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	8,909	7,619	4,275	8,145	8,742	10,151	9,315	10,151	11,529	19,530
Italie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	62,100	222,724	248,806	280,668	280,883	271,926	268,558	276,464	245,146	252,225
Chypre,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	6,592	7,141	0,096	0,573	1,075	7,548	12,324	15,835	21,553	22,969
Lettonie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	2,102	28,208	53,478	55,675	52,928	65,300	55,006	36,687	26,104	33,745
Lituanie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Luxembourg,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	9,901	14,256	13,749	14,410	15,310	15,286	13,591	13,031	13,810	14,906
Hongrie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	26,369	31,862	38,430	35,158	33,438	48,366	59,592	64,082	78,915	99,718
Malte,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	56,654	57,514	50,062	40,747	40,819	40,914	35,851	34,179	31,568	39,288
Autriche,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	194,046	228,149	245,274	231,945	228,612	239,495	236,925	267,386	264,591	273,751
Pologne,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	339,949	378,165	419,796	400,545	433,816	495,199	486,362	636,835	722,994	807,435
Portugal,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	38,669	54,600	76,478	62,745	70,436	86,056	55,866	90,475	95,643	89,842
Roumanie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	15,119	30,190	27,276	27,181	40,437	69,241	71,749	78,485	92,687	170,903
Slovénie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	19,203	22,786	23,049	24,291	27,300	35,540	35,158	36,281	42,139	50,647
Slovaquie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	28,017	21,018	21,496	28,112	109,917	140,561	174,477	182,478	187,446	169,485
Finlande,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	28,232	35,469	21,783	39,863	52,713	55,436	48,581	51,137	54,170	53,191
Suède,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Royaume-Uni,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	86,797	89,687	90,140	71,367	139,247	143,666	112,305	111,469	122,504	124,319
Islande,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Norvège,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	21,257	65,086	75,141	74,878	83,453	91,788	92,338	88,421	84,504	98,529
Monténégro,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Albanie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,119	0,000	0,000	0,000	0,000	0,406	0,502	0,525	0,575	0,654
Turquie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	798,046
Bosnie-Herzégovine,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Ukraine,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Géorgie,Disponible pour la consommation finale,Déchets non-renouvelables,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Belgique,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Bulgarie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Tchéquie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Danemark,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Allemagne (jusqu'en 1990, ancien territoire de la RFA),Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Estonie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Irlande,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Grèce,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Espagne,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
France,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Croatie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Italie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Chypre,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lettonie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Lituanie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Luxembourg,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Hongrie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Malte,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pays-Bas,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Autriche,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Pologne,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Portugal,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Roumanie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovénie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Slovaquie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Finlande,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Suède,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Royaume-Uni,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Islande,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Norvège,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Monténégro,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Macédoine du Nord,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Albanie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Serbie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Turquie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Bosnie-Herzégovine,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	:	0,000	0,000	0,000	0,000	0,000
Kosovo (selon la résolution 1244/99 du Conseil de sécurité des Nations Unies),Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Moldavie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Ukraine,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000	0,000
Géorgie,Disponible pour la consommation finale,Chaleur nucléaire,Milliers de tonnes équivalent pétrole (TEP)	:	:	:	:	0,000	0,000	0,000	0,000	0,000	0,000
Union européenne - 27 pays (à partir de 2020),Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	205.460,311	215.880,980	213.374,151	214.138,912	212.326,280	208.075,822	211.395,175	213.942,209	216.180,925	216.321,323
Union européenne - 28 pays (2013-2020),Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	233.125,414	244.167,123	240.716,366	241.515,789	239.533,646	234.123,755	237.948,018	240.084,073	241.948,839	242.096,053
Zone euro - 19 pays (à partir de 2015),Disponible pour la consommation finale,Électricité,Milliers de tonnes équivalent pétrole (TEP)	168.006,391	176.598,177	174.292,028	174.842,500	173.369,020	169.012,970	171.492,707	173.123,100	174.625,577	174.163,060
